"",Estimate,Std. Error,z value,Pr(>|z|),Odds ratio,2.5 %,97.5 %,Outcome_Period
6M.max_dosage_6M_cat_grouped3.9-12,-0.392348148840694,0.0138839052436184,-28.2592067546005,1.09696699269124e-175,0.675468909302189,0.657335916267106,0.694102111481901,6M
6M.max_dosage_6M_cat_grouped5.17-20,-0.00219934646115604,0.0139027309187509,-0.158195283646736,0.874302920064073,0.997803070329161,0.97098117476672,1.02536588044305,6M
6M.max_dosage_6M_cat_grouped6.21-24,0.24684309942395,0.00889704173703874,27.7444016471602,2.03571880764432e-169,1.27997826769479,1.25785163994235,1.30249412072639,6M
6M.max_dosage_6M_cat_grouped7.25-32,0.307463878123545,0.0178762265557576,17.1995961879615,2.67388401350567e-66,1.3599716828856,1.3131477504523,1.40846525275899,6M
6M.max_dosage_6M_cat_grouped8.33-40,0.323658881836762,0.0350303393942306,9.23938755472257,2.4791213931104e-20,1.38217574144405,1.29046249613892,1.48040705247334,6M
6M.age_cat2.25-34,0.474688682828288,0.0130629620629427,36.338518059001,3.98971185211423e-289,1.60751367296873,1.56687900763749,1.64920213761602,6M
6M.age_cat3.35-44,0.665038931682637,0.0133980049143026,49.637161348754,0,1.94456622509833,1.89416730407178,1.99630613181034,6M
6M.age_cat4.45-64,0.753284036290914,0.0136563028968383,55.1601734364953,0,2.12396374981278,2.06786810262705,2.18158111960218,6M
6M.age_cat5.65+,0.595363916255079,0.0227452639533538,26.1752915893197,5.0801594269864e-151,1.81369085646097,1.73461245242488,1.89637432742492,6M
6M.raceBLACK,-0.260542234610681,0.019748251704549,-13.1931797562954,9.60468921340328e-40,0.770633608278304,0.741375453806169,0.80104642682614,6M
6M.raceHISPANIC,-0.267609679688634,0.0234036305438348,-11.4345370128538,2.81031756926552e-30,0.765206398420562,0.730899031436637,0.801124104697257,6M
6M.raceASIAN - OTHER,-0.257201772383132,0.0484053331675601,-5.31350071474153,1.07539013885935e-07,0.77321218515958,0.703227742180981,0.850161402087277,6M
6M.raceUNKNOWN,-0.414191792302736,0.00707099091045581,-58.5762020553971,0,0.660874188527806,0.651778381949153,0.670096930426205,6M
6M.PAT_GENDER_CDF,0.0342242866169869,0.00630347299029589,5.4294333726304,5.65332532656525e-08,1.03481667623362,1.02211060150676,1.04768070288341,6M
6M.paymentCASH,-0.571254128223965,0.0110730149976604,-51.5897547636903,0,0.56481664183947,0.552690649126473,0.577208677952165,6M
6M.paymentMEDICAID,0.0518846905080719,0.0092617344158797,5.60204905240135,2.11832585535909e-08,1.05325428529441,1.03430740066737,1.07254824704459,6M
6M.paymentMEDICARE,0.0376544817079441,0.0123079249554586,3.05936880865074,0.0022180390950797,1.03837239423324,1.01362335568694,1.06372571533235,6M
6M.year,-0.152834888634164,0.00171697836356859,-89.0138698757451,0,0.858271420479535,0.85538800634989,0.861164554265033,6M
12M.max_dosage_12M_cat_grouped1.0-4,-0.621989267658899,0.0186206345837928,-33.4032261285162,1.23080289571534e-244,0.536875385790309,0.517634936582227,0.556831000957192,12M
12M.max_dosage_12M_cat_grouped2.5-8,-0.532075061903134,0.0116869684953731,-45.5272093968408,0,0.58738484428545,0.574083111699562,0.600994783272433,12M
12M.max_dosage_12M_cat_grouped3.9-12,-0.369048673746553,0.0172220071412367,-21.4289002855478,7.18573590639833e-102,0.691391757004146,0.66844364445316,0.715127693441293,12M
12M.max_dosage_12M_cat_grouped5.17-20,0.000560029386961064,0.0167393642995615,0.0334558336230089,0.973311085761203,1.0005601862327,0.968265917021198,1.03393155606869,12M
12M.max_dosage_12M_cat_grouped6.21-24,0.222069011193919,0.0105285231064932,21.0921331460976,9.39292813425241e-99,1.24865754623902,1.22315487632634,1.27469194454135,12M
12M.max_dosage_12M_cat_grouped7.25-32,0.283959025049676,0.0208289755757212,13.6328848251503,2.55285757909008e-42,1.32837849939462,1.27524074843339,1.38373043664239,12M
12M.max_dosage_12M_cat_grouped8.33-40,0.288312104833284,0.0407715104017606,7.07141094338351,1.53366217135077e-12,1.33417364119146,1.23170749354424,1.44516398104234,12M
12M.age_cat2.25-34,0.54308018228774,0.0170090153472501,31.9289606835201,1.05857879050929e-223,1.72130062481896,1.66486347786551,1.77965093258024,12M
12M.age_cat3.35-44,0.787486688363835,0.0173006672298444,45.517706219179,0,2.19786555768833,2.12458821768318,2.27367024323439,12M
12M.age_cat4.45-64,0.898859685172022,0.0175272892375327,51.2834399541498,0,2.45679998778368,2.37383509185891,2.54266448443446,12M
12M.age_cat5.65+,0.692097659497866,0.0281985596623277,24.5437237853848,5.0466669182777e-133,1.99790205898505,1.890477604882,2.11143079769298,12M
12M.raceBLACK,-0.265544998496439,0.0233528403051382,-11.3709936361793,5.8319869012157e-30,0.766787937805009,0.732482576712942,0.802699968921827,12M
12M.raceHISPANIC,-0.286988115019204,0.0278881510048861,-10.2906827695003,7.76239789452513e-25,0.750520648707559,0.710598371882973,0.792685807376408,12M
12M.raceASIAN - OTHER,-0.321488902307851,0.0587764212779742,-5.46969167767833,4.50819135642225e-08,0.725068676571752,0.646172636877778,0.813597722561798,12M
12M.raceUNKNOWN,-0.484572443164788,0.00834922084839426,-58.0380435448635,0,0.61596049859342,0.605962839756633,0.626123106789571,12M
12M.PAT_GENDER_CDF,0.0190329785476261,0.00764474697606448,2.48968064047351,0.0127857925998062,1.01921526030218,1.00405776030963,1.03460158159874,12M
12M.paymentCASH,-0.560861545316596,0.0138855749129438,-40.3916689681877,0,0.570717153287106,0.555394408293628,0.586462636627657,12M
12M.paymentMEDICAID,0.0813180572867711,0.0112581060095418,7.22306729194505,5.08278460291312e-13,1.08471584348551,1.0610431998574,1.10891664096863,12M
12M.paymentMEDICARE,0.0417756982139233,0.0145452152391931,2.87212650530986,0.00407719716123119,1.04266058188921,1.0133560053473,1.07281259822699,12M
12M.year,-0.181940393211028,0.00209989688645633,-86.6425367762039,0,0.833651030195829,0.830227005088062,0.837089176679879,12M
18M.max_dosage_18M_cat_grouped1.0-4,-0.627343835929771,0.0219763098842379,-28.5463683045224,3.11620361764333e-179,0.534008332650231,0.511495438347991,0.557512106580842,18M
18M.max_dosage_18M_cat_grouped2.5-8,-0.519182420012027,0.0137087586913025,-37.8723144599095,0,0.595006814826593,0.579232635706464,0.611210570444272,18M
18M.max_dosage_18M_cat_grouped3.9-12,-0.315499289099011,0.0198448202288962,-15.8983193326997,6.50875867129245e-57,0.729424589588807,0.701598186995568,0.758354627703963,18M
18M.max_dosage_18M_cat_grouped5.17-20,0.0180073541335582,0.0192217703820932,0.93682079098883,0.348850748769065,1.01817046412384,0.980525502951635,1.05726071468157,18M
18M.max_dosage_18M_cat_grouped6.21-24,0.190032775133882,0.0121352142742411,15.6596143124771,2.856240761467e-55,1.20928923162421,1.18086614713675,1.23839645100177,18M
18M.max_dosage_18M_cat_grouped7.25-32,0.276394117104903,0.023621454139025,11.7009780802729,1.25992848475524e-31,1.31836735277515,1.25872199649659,1.38083904285538,18M
18M.max_dosage_18M_cat_grouped8.33-40,0.310006261846478,0.0457074018088643,6.78240830977089,1.18188873234693e-11,1.36343365171766,1.24660193856622,1.49121484984551,18M
18M.age_cat2.25-34,0.629047233803441,0.0207832688705517,30.2670016791609,3.11730959118845e-201,1.87582250731664,1.80094724793791,1.95381074208842,18M
18M.age_cat3.35-44,0.903035125473491,0.021049264616064,42.9010296532797,0,2.46707965560006,2.36736926752956,2.5709897102057,18M
18M.age_cat4.45-64,1.01943827796538,0.0212646999929138,47.9404025594103,0,2.77163743679252,2.65849515588499,2.88959491388373,18M
18M.age_cat5.65+,0.718211976349211,0.0338750196027702,21.201817291066,9.18792805498999e-100,2.05076311755869,1.91902675282468,2.19154285272398,18M
18M.raceBLACK,-0.282466110142824,0.0267108750688851,-10.574947822352,3.89394186931921e-26,0.753922191841781,0.715467958275082,0.794443223875271,18M
18M.raceHISPANIC,-0.290594575939878,0.0317786687805005,-9.14432816387161,6.00016487208141e-20,0.747818800301659,0.702661773146302,0.795877873903031,18M
18M.raceASIAN - OTHER,-0.324431910777336,0.0672618346077513,-4.823417509637,1.41119145116683e-06,0.722937930255789,0.633647366119772,0.82481089474573,18M
18M.raceUNKNOWN,-0.540792435961954,0.00953270302895727,-56.7302300637293,0,0.582286644623489,0.571508346917464,0.593268214428805,18M
18M.PAT_GENDER_CDF,-0.00161840900656309,0.00887130016162718,-0.182431997235707,0.855243716955705,0.998382899911076,0.981173634311613,1.01589400690957,18M
18M.paymentCASH,-0.550787594097751,0.0162922373390631,-33.8067499653442,1.56953082368345e-250,0.576495587010435,0.558377628165614,0.595201428349369,18M
18M.paymentMEDICAID,0.12121388599055,0.0130352281660728,9.29894624369041,1.41844450803058e-20,1.12886633524225,1.10039071066764,1.15807884462246,18M
18M.paymentMEDICARE,0.0571008866440312,0.0166451222804264,3.43048766371503,0.000602497367867813,1.05876262001514,1.02477906852593,1.09387312833561,18M
18M.year,-0.212360727903975,0.00246173736822473,-86.2645750294304,0,0.808672934053541,0.80478055236496,0.812584141539,18M
