"",Estimate,Std. Error,z value,Pr(>|z|),Odds ratio,2.5 %,97.5 %,Outcome_Period
6M.max_dosage_6M_cat_grouped3.9-12,-0.360812120034616,0.014607491015932,-24.7004855002881,1.05671375223774e-134,0.697109959159038,0.677434590463558,0.717356778056136,6M
6M.max_dosage_6M_cat_grouped5.17-20,-0.0191472655992746,0.0147166430963441,-1.30106203391119,0.193237221888035,0.981034878915002,0.953142025962071,1.00974399138085,6M
6M.max_dosage_6M_cat_grouped6.21-24,0.212756817663625,0.0093898816135178,22.6580937247747,1.16097824430629e-113,1.23708377773816,1.21452491987911,1.26006164887522,6M
6M.max_dosage_6M_cat_grouped7.25-32,0.268558518143718,0.0187519189857101,14.3216552049085,1.60260252359366e-46,1.30807752105932,1.26087437952086,1.3570477986482,6M
6M.max_dosage_6M_cat_grouped8.33-40,0.278098831523522,0.0364954032252397,7.62010573789721,2.53468000172481e-14,1.320616709321,1.2294527548211,1.418540473474,6M
6M.age_cat2.25-34,0.46714003122131,0.014165228081652,32.9779392558027,1.68281127234791e-238,1.59542479705843,1.55173970888531,1.64033972224466,6M
6M.age_cat3.35-44,0.650820373708629,0.014491692671633,44.9098934441654,0,1.91711293311609,1.86342683681114,1.97234574801473,6M
6M.age_cat4.45-64,0.734562530349059,0.0147512407735808,49.7966606080112,0,2.08456985695608,2.02516388815437,2.1457184349115,6M
6M.age_cat5.65+,0.550312552960007,0.0244794418079915,22.4806005494926,6.42641451866699e-112,1.73379483589757,1.65257343197442,1.81900814500788,6M
6M.raceBLACK,-0.273413169138363,0.0209927826671446,-13.0241508938344,8.91876826027898e-39,0.760778392531304,0.730111317235558,0.792733585796177,6M
6M.raceHISPANIC,-0.295232501934848,0.0250308403063371,-11.7947499293543,4.15432824714005e-32,0.744358502553336,0.708721917402255,0.781786998142131,6M
6M.raceASIAN - OTHER,-0.268407034556987,0.0514014614485878,-5.22177827230556,1.77213079618919e-07,0.764596500558314,0.691320288765048,0.845639594507408,6M
6M.raceUNKNOWN,-0.398239034298114,0.00743975904010349,-53.5284855532868,0,0.671501496587638,0.661780933435631,0.68136484014207,6M
6M.PAT_GENDER_CDF,0.0335684532424583,0.0066876492103374,5.01946979972724,5.18142902272148e-07,1.03413823141852,1.02067166088415,1.04778247762363,6M
6M.paymentCASH,-0.549666441983694,0.0119445113333721,-46.0183281377082,0,0.577142288714306,0.56378784815044,0.59081305585981,6M
6M.paymentMEDICAID,0.0874415740899518,0.00977611123797664,8.94441275895809,3.73932603839407e-19,1.09137849779822,1.07066585375073,1.1124918398057,6M
6M.paymentMEDICARE,0.0540045842921732,0.0129481521836494,4.17083329931579,3.03487817528826e-05,1.05548944081597,1.02904035353453,1.08261834032793,6M
6M.year,-0.145179859826614,0.00182167826737813,-79.6956643916962,0,0.864866724341791,0.861784289682862,0.867960184269502,6M
12M.max_dosage_12M_cat_grouped1.0-4,-0.670944352979794,0.0211792664736294,-31.6793007829236,2.99583382515438e-220,0.511225572366023,0.490438714622627,0.532893464664729,12M
12M.max_dosage_12M_cat_grouped2.5-8,-0.556042340947578,0.0131242161897784,-42.3676608878666,0,0.573474193920876,0.558910831979103,0.588417028756915,12M
12M.max_dosage_12M_cat_grouped3.9-12,-0.340699570355077,0.0188157532269588,-18.1071449144502,2.79893297658621e-73,0.711272563474303,0.685519887300085,0.737992681064036,12M
12M.max_dosage_12M_cat_grouped5.17-20,-0.0171686641993874,0.0185237870443565,-0.926844179231592,0.354007443098933,0.982977877475717,0.947929999480751,1.01932158296071,12M
12M.max_dosage_12M_cat_grouped6.21-24,0.192802031566588,0.011646533909327,16.5544558636613,1.48679572075644e-61,1.21264270477835,1.18527550893994,1.24064179033558,12M
12M.max_dosage_12M_cat_grouped7.25-32,0.267415905049294,0.022819848769849,11.7185660495095,1.02390424216512e-31,1.30658374812001,1.24943296866563,1.36634868269448,12M
12M.max_dosage_12M_cat_grouped8.33-40,0.27825147409652,0.0442423883177883,6.28925075422849,3.19001835750548e-10,1.32081830703927,1.21111083801133,1.44046353600029,12M
12M.age_cat2.25-34,0.55416763671988,0.0193297036094552,28.6692257634414,9.23333485322076e-181,1.74049166032812,1.67578567300432,1.80769609650668,12M
12M.age_cat3.35-44,0.784703858786516,0.0196278901181169,39.9790224045641,0,2.19175777480847,2.10904217950618,2.27771743501032,12M
12M.age_cat4.45-64,0.892956950799083,0.019863360242681,44.9549794138234,0,2.44234086620768,2.34908403565028,2.53929992125497,12M
12M.age_cat5.65+,0.661575151372776,0.0318650937585935,20.7617512876252,9.6003570014763e-96,1.93784232667274,1.82051734327355,2.06272843097007,12M
12M.raceBLACK,-0.280766881303192,0.0259755945746416,-10.8088721702366,3.12488226944369e-27,0.755204367219176,0.717718311200488,0.79464830054698,12M
12M.raceHISPANIC,-0.319799672235544,0.031289455085761,-10.2206852551126,1.60204324434526e-24,0.726294519458544,0.683091898444345,0.772229520210735,12M
12M.raceASIAN - OTHER,-0.323555979133355,0.0651801972221846,-4.96402270816127,6.9047864986281e-07,0.72357145188585,0.636795431777423,0.822172427529589,12M
12M.raceUNKNOWN,-0.473151827961463,0.00919367284774902,-51.4649407040092,0,0.623035469790974,0.61190937002604,0.63436387091301,12M
12M.PAT_GENDER_CDF,0.0182235579916388,0.00847708784821011,2.14974273216793,0.0315755703179395,1.01839062030482,1.00161006588185,1.03545230908968,12M
12M.paymentCASH,-0.55441420088537,0.0156506269824162,-35.4244083325394,7.18905679294141e-275,0.574408650737507,0.557056356183114,0.592301468926466,12M
12M.paymentMEDICAID,0.114154963540868,0.0123940987639897,9.21042874634323,3.24824868575354e-20,1.12092581405926,1.0940243662144,1.1484887534746,12M
12M.paymentMEDICARE,0.0469916373745358,0.0160509131584461,2.92766130566275,0.00341521854364727,1.0481132440645,1.01565368077039,1.08161019172417,12M
12M.year,-0.175568901044474,0.00233094929565645,-75.3207722585959,0,0.838979588612004,0.835155388265237,0.842821300081249,12M
18M.max_dosage_18M_cat_grouped1.0-4,-0.682576757340566,0.0256266403640767,-26.6354367034938,2.63950607995006e-156,0.50531324375493,0.480559586209816,0.531341963913389,18M
18M.max_dosage_18M_cat_grouped2.5-8,-0.554438541235014,0.015807003990845,-35.0754982763419,1.59359902016375e-269,0.574394669600262,0.556872093675016,0.59246861211497,18M
18M.max_dosage_18M_cat_grouped3.9-12,-0.292399239407754,0.0221779132449493,-13.1842539096569,1.08118322680004e-39,0.746470456051911,0.714718049358977,0.779633510386523,18M
18M.max_dosage_18M_cat_grouped5.17-20,-0.000540503425833246,0.0218047537716475,-0.0247883297144157,0.980223799738435,0.99945964261983,0.957646051352344,1.04309893599533,18M
18M.max_dosage_18M_cat_grouped6.21-24,0.156697243218382,0.0138168931528169,11.3409897207199,8.22094046103127e-30,1.16964144341081,1.13839187466156,1.20174883236129,18M
18M.max_dosage_18M_cat_grouped7.25-32,0.26430164710435,0.0265415300792008,9.9580410894046,2.3260050416146e-23,1.30252103874771,1.23649554375501,1.37207211538206,18M
18M.max_dosage_18M_cat_grouped8.33-40,0.312027722461795,0.0506389957860859,6.16180707413496,7.19194415923377e-10,1.36619256672574,1.23710888688963,1.50874522781047,18M
18M.age_cat2.25-34,0.631184610573969,0.0241281849591796,26.1596390960122,7.65627177796078e-151,1.87983613455824,1.79300724807131,1.97086983144774,18M
18M.age_cat3.35-44,0.893435459305193,0.0244071568238497,36.6054705082308,2.34072972737823e-293,2.44350982674345,2.32937108598718,2.56324134411647,18M
18M.age_cat4.45-64,1.00963181486815,0.0246351919575125,40.9833143013228,0,2.74459031161961,2.61521869731197,2.88036177868364,18M
18M.age_cat5.65+,0.666441737520989,0.0394804062026754,16.8803161269356,6.28075961893739e-64,1.94729598816809,1.80229628051102,2.10396132230844,18M
18M.raceBLACK,-0.291596889588524,0.0304481590614115,-9.57683152536074,1.0006770908079e-21,0.747069626827523,0.703790758709354,0.793009883152927,18M
18M.raceHISPANIC,-0.327264097410233,0.0366669235498673,-8.92532194486268,4.44404720369712e-19,0.720893331822173,0.670903513795245,0.774607950591652,18M
18M.raceASIAN - OTHER,-0.304910821121767,0.0758502736521229,-4.01990403515484,5.82218524161097e-05,0.737189113158486,0.635352938585783,0.855347879194583,18M
18M.raceUNKNOWN,-0.530339198704445,0.0107834012330147,-49.1810688709927,0,0.588405349492579,0.576099853377845,0.60097369107367,18M
18M.PAT_GENDER_CDF,0.00379514056841163,0.0100920232086345,0.376053491946452,0.706877128848888,1.00380235123332,0.984142218427068,1.02385523298858,18M
18M.paymentCASH,-0.551185602825743,0.0188186454577248,-29.2893345625728,1.41801899363338e-188,0.576266182390705,0.555398463737247,0.597917953774286,18M
18M.paymentMEDICAID,0.147058118628672,0.0147453219104821,9.97320502878491,1.99679161045717e-23,1.15842128693007,1.12542170999316,1.19238847633469,18M
18M.paymentMEDICARE,0.061717658533151,0.0188669602981902,3.27120307445981,0.00107090980202824,1.06366198644275,1.02504764644947,1.10373095857755,18M
18M.year,-0.210914233028198,0.00281087341575942,-75.0351231918479,0,0.80984352172926,0.805394190571362,0.81431743283569,18M
